State,District,Year,Quater,Registered_users,App_opens
arunachal-pradesh,pakke kessang district,2023,1,1057,1625393
arunachal-pradesh,east siang district,2023,1,31416,5195905
arunachal-pradesh,upper subansiri district,2023,1,10648,1991047
arunachal-pradesh,tawang district,2023,1,18817,4341255
arunachal-pradesh,namsai district,2023,1,17064,3817796
arunachal-pradesh,lower subansiri district,2023,2,13816,5009447
arunachal-pradesh,tirap district,2023,2,12712,3111463
arunachal-pradesh,papum pare district,2023,2,141879,8027014
arunachal-pradesh,anjaw district,2023,2,4513,1212448
arunachal-pradesh,lower siang district,2023,2,6218,2625653
arunachal-pradesh,dibang valley district,2023,2,829,690610
arunachal-pradesh,west kameng district,2023,2,35075,12694819
arunachal-pradesh,shi yomi district,2023,2,667,554599
arunachal-pradesh,east kameng district,2023,2,6885,3189496
arunachal-pradesh,lohit district,2023,2,24522,5555603
arunachal-pradesh,lepa rada district,2023,2,5175,2137902
arunachal-pradesh,lower dibang valley district,2023,2,14441,4403074
arunachal-pradesh,longding district,2023,2,7228,6889688
arunachal-pradesh,west siang district,2023,2,18396,5435236
arunachal-pradesh,kamle district,2023,2,1434,3536761
arunachal-pradesh,upper siang district,2023,2,6473,4405218
arunachal-pradesh,kurung kumey district,2023,2,2177,1008191
arunachal-pradesh,siang district,2023,2,4928,2397368
arunachal-pradesh,kra daadi district,2023,2,2152,952771
arunachal-pradesh,changlang district,2023,2,34286,13774151
arunachal-pradesh,pakke kessang district,2023,2,1107,1672388
arunachal-pradesh,east siang district,2023,2,32826,5234933
arunachal-pradesh,upper subansiri district,2023,2,11120,1284729
arunachal-pradesh,tawang district,2023,2,19674,7183940
arunachal-pradesh,namsai district,2023,2,17877,3102018
arunachal-pradesh,lower subansiri district,2023,3,14442,4197909
arunachal-pradesh,tirap district,2023,3,13297,1968279
arunachal-pradesh,papum pare district,2023,3,147681,9581225
arunachal-pradesh,anjaw district,2023,3,4694,4592922
arunachal-pradesh,lower siang district,2023,3,6527,3812115
arunachal-pradesh,dibang valley district,2023,3,863,1097638
arunachal-pradesh,west kameng district,2023,3,36577,9824623
arunachal-pradesh,shi yomi district,2023,3,688,1962286
arunachal-pradesh,east kameng district,2023,3,7180,2743968
arunachal-pradesh,lohit district,2023,3,25647,7051234
arunachal-pradesh,lepa rada district,2023,3,5394,1875705
arunachal-pradesh,lower dibang valley district,2023,3,15073,5655652
arunachal-pradesh,longding district,2023,3,7572,4137235
arunachal-pradesh,west siang district,2023,3,19174,2630313
arunachal-pradesh,kamle district,2023,3,1488,2646890
arunachal-pradesh,upper siang district,2023,3,6737,7316834
arunachal-pradesh,kurung kumey district,2023,3,2274,2347673
arunachal-pradesh,siang district,2023,3,5142,3230543
arunachal-pradesh,kra daadi district,2023,3,2238,735948
arunachal-pradesh,changlang district,2023,3,35843,10328531
arunachal-pradesh,pakke kessang district,2023,3,1163,1172497
arunachal-pradesh,east siang district,2023,3,34293,5916556
arunachal-pradesh,upper subansiri district,2023,3,11597,1232555
arunachal-pradesh,tawang district,2023,3,20501,11922695
arunachal-pradesh,namsai district,2023,3,18704,4254854
arunachal-pradesh,lower subansiri district,2023,4,15092,1399977
arunachal-pradesh,tirap district,2023,4,13826,991936
arunachal-pradesh,papum pare district,2023,4,153071,10790588
arunachal-pradesh,anjaw district,2023,4,4870,417091
arunachal-pradesh,lower siang district,2023,4,6783,1191807
arunachal-pradesh,dibang valley district,2023,4,905,264377
arunachal-pradesh,west kameng district,2023,4,37896,2218976
arunachal-pradesh,shi yomi district,2023,4,713,76269
arunachal-pradesh,east kameng district,2023,4,7468,809394
arunachal-pradesh,lohit district,2023,4,26708,1741201
arunachal-pradesh,lepa rada district,2023,4,5612,538761
arunachal-pradesh,lower dibang valley district,2023,4,15725,1713791
arunachal-pradesh,longding district,2023,4,7907,952682
arunachal-pradesh,west siang district,2023,4,19949,2445152
arunachal-pradesh,kamle district,2023,4,1569,244098
arunachal-pradesh,upper siang district,2023,4,6986,779908
arunachal-pradesh,kurung kumey district,2023,4,2369,371792
arunachal-pradesh,siang district,2023,4,5365,501863
arunachal-pradesh,kra daadi district,2023,4,2335,204963
arunachal-pradesh,changlang district,2023,4,37357,2879640
arunachal-pradesh,pakke kessang district,2023,4,1204,205215
arunachal-pradesh,east siang district,2023,4,35633,2887745
arunachal-pradesh,upper subansiri district,2023,4,12074,956616
arunachal-pradesh,tawang district,2023,4,21219,2401036
arunachal-pradesh,namsai district,2023,4,19452,1888668
assam,tinsukia district,2018,1,15998,0
assam,lakhimpur district,2018,1,8143,0
assam,kamrup district,2018,1,15241,0
assam,kokrajhar district,2018,1,6566,0
assam,karbi anglong district,2018,1,5694,0
assam,sivasagar district,2018,1,8292,0
assam,dibrugarh district,2018,1,21182,0
assam,south salmara mancachar district,2018,1,2420,0
assam,nagaon district,2018,1,19619,0
assam,dhubri district,2018,1,11421,0
assam,golaghat district,2018,1,10102,0
assam,udalguri district,2018,1,4768,0
assam,majuli district,2018,1,1274,0
assam,sonitpur district,2018,1,18986,0
assam,hojai district,2018,1,7571,0
assam,marigaon district,2018,1,7193,0
assam,chirang district,2018,1,3487,0
assam,cachar district,2018,1,19567,0
assam,nalbari district,2018,1,6874,0
assam,west karbi anglong district,2018,1,835,0
assam,dhemaji district,2018,1,6623,0
assam,karimganj district,2018,1,7367,0
assam,bongaigaon district,2018,1,9724,0
assam,dima hasao district,2018,1,2245,0
assam,baksa district,2018,1,6082,0
assam,charaideo district,2018,1,4366,0
assam,darrang district,2018,1,8050,0
assam,kamrup metropolitan district,2018,1,87336,0
assam,hailakandi district,2018,1,5700,0
assam,barpeta district,2018,1,20485,0
assam,goalpara district,2018,1,10420,0
assam,biswanath district,2018,1,5164,0
assam,jorhat district,2018,1,16442,0
assam,tinsukia district,2018,2,23900,0
assam,lakhimpur district,2018,2,12719,0
assam,kamrup district,2018,2,23595,0
assam,kokrajhar district,2018,2,9480,0
assam,karbi anglong district,2018,2,8725,0
assam,sivasagar district,2018,2,12596,0
assam,dibrugarh district,2018,2,30527,0
assam,south salmara mancachar district,2018,2,3557,0
assam,nagaon district,2018,2,29412,0
assam,dhubri district,2018,2,16701,0
assam,golaghat district,2018,2,15237,0
assam,udalguri district,2018,2,7691,0
assam,majuli district,2018,2,1927,0
assam,sonitpur district,2018,2,28409,0
assam,hojai district,2018,2,10903,0
assam,marigaon district,2018,2,11217,0
assam,chirang district,2018,2,5105,0
assam,cachar district,2018,2,29381,0
assam,nalbari district,2018,2,10898,0
assam,west karbi anglong district,2018,2,1406,0
assam,dhemaji district,2018,2,10157,0
assam,karimganj district,2018,2,11732,0
assam,bongaigaon district,2018,2,14065,0
assam,dima hasao district,2018,2,3404,0
assam,baksa district,2018,2,9739,0
assam,charaideo district,2018,2,6693,0
assam,darrang district,2018,2,11954,0
assam,kamrup metropolitan district,2018,2,124720,0
assam,hailakandi district,2018,2,8687,0
assam,barpeta district,2018,2,29882,0
assam,goalpara district,2018,2,14974,0
assam,biswanath district,2018,2,7970,0
assam,jorhat district,2018,2,23683,0
assam,tinsukia district,2018,3,32870,0
assam,lakhimpur district,2018,3,18337,0
assam,kamrup district,2018,3,33197,0
assam,kokrajhar district,2018,3,13164,0
assam,karbi anglong district,2018,3,12282,0
assam,sivasagar district,2018,3,17447,0
assam,dibrugarh district,2018,3,40711,0
assam,south salmara mancachar district,2018,3,4903,0
assam,nagaon district,2018,3,40687,0
assam,dhubri district,2018,3,22705,0
assam,golaghat district,2018,3,21729,0
assam,udalguri district,2018,3,11213,0
assam,majuli district,2018,3,2739,0
assam,sonitpur district,2018,3,38797,0
assam,hojai district,2018,3,14769,0
assam,marigaon district,2018,3,15934,0
assam,chirang district,2018,3,7234,0
assam,cachar district,2018,3,40888,0
assam,nalbari district,2018,3,15082,0
assam,west karbi anglong district,2018,3,2051,0
assam,dhemaji district,2018,3,14771,0
assam,karimganj district,2018,3,17088,0
assam,bongaigaon district,2018,3,18869,0
assam,dima hasao district,2018,3,4860,0
assam,baksa district,2018,3,14459,0
assam,charaideo district,2018,3,9516,0
assam,darrang district,2018,3,16774,0
assam,kamrup metropolitan district,2018,3,164101,0
assam,hailakandi district,2018,3,12471,0
assam,barpeta district,2018,3,41158,0
assam,goalpara district,2018,3,20290,0
assam,biswanath district,2018,3,11572,0
assam,jorhat district,2018,3,32134,0
assam,tinsukia district,2018,4,42624,0
assam,lakhimpur district,2018,4,25253,0
assam,kamrup district,2018,4,44868,0
assam,kokrajhar district,2018,4,17317,0
assam,karbi anglong district,2018,4,16359,0
assam,sivasagar district,2018,4,23195,0
assam,dibrugarh district,2018,4,52539,0
assam,south salmara mancachar district,2018,4,6809,0
assam,nagaon district,2018,4,54395,0
assam,dhubri district,2018,4,30132,0
assam,golaghat district,2018,4,28795,0
assam,udalguri district,2018,4,15637,0
assam,majuli district,2018,4,3882,0
assam,sonitpur district,2018,4,51420,0
assam,hojai district,2018,4,19400,0
assam,marigaon district,2018,4,21518,0
assam,chirang district,2018,4,9567,0
assam,cachar district,2018,4,53209,0
assam,nalbari district,2018,4,20512,0
assam,west karbi anglong district,2018,4,2925,0
assam,dhemaji district,2018,4,19530,0
assam,karimganj district,2018,4,23348,0
assam,bongaigaon district,2018,4,24766,0
assam,dima hasao district,2018,4,6483,0
assam,baksa district,2018,4,20047,0
assam,charaideo district,2018,4,12563,0
assam,darrang district,2018,4,22235,0
assam,kamrup metropolitan district,2018,4,214212,0
assam,hailakandi district,2018,4,16753,0
assam,barpeta district,2018,4,55068,0
assam,goalpara district,2018,4,27280,0
assam,biswanath district,2018,4,15480,0
assam,jorhat district,2018,4,41100,0
assam,tinsukia district,2019,1,51108,0
assam,lakhimpur district,2019,1,31154,0
assam,kamrup district,2019,1,54910,0
assam,kokrajhar district,2019,1,21029,0
assam,karbi anglong district,2019,1,20131,0
assam,sivasagar district,2019,1,28059,0
assam,dibrugarh district,2019,1,62656,0
assam,south salmara mancachar district,2019,1,8674,0
assam,nagaon district,2019,1,66306,0
assam,dhubri district,2019,1,36652,0
assam,golaghat district,2019,1,34918,0
assam,udalguri district,2019,1,19336,0
assam,majuli district,2019,1,4861,0
assam,sonitpur district,2019,1,62218,0
assam,hojai district,2019,1,23708,0
assam,marigaon district,2019,1,26319,0
assam,chirang district,2019,1,11867,0
assam,cachar district,2019,1,64241,0
assam,nalbari district,2019,1,24925,0
assam,west karbi anglong district,2019,1,3720,0
assam,dhemaji district,2019,1,24052,0
assam,karimganj district,2019,1,29208,0
assam,bongaigaon district,2019,1,29773,0
assam,dima hasao district,2019,1,7915,0
assam,baksa district,2019,1,24926,0
assam,charaideo district,2019,1,15161,0
assam,darrang district,2019,1,27070,0
assam,kamrup metropolitan district,2019,1,255112,0
assam,hailakandi district,2019,1,20697,0
assam,barpeta district,2019,1,67729,0
assam,goalpara district,2019,1,33006,0
assam,biswanath district,2019,1,19050,0
assam,jorhat district,2019,1,48594,0
assam,tinsukia district,2019,2,60548,283819
assam,lakhimpur district,2019,2,38140,171210
assam,kamrup district,2019,2,65883,353221
assam,kokrajhar district,2019,2,25095,120739
assam,karbi anglong district,2019,2,24186,115110
assam,sivasagar district,2019,2,33791,143808
assam,dibrugarh district,2019,2,74342,328867
assam,south salmara mancachar district,2019,2,10692,58308
assam,nagaon district,2019,2,79322,381734
assam,dhubri district,2019,2,43396,201797
assam,golaghat district,2019,2,42168,177570
assam,udalguri district,2019,2,23656,109522
assam,majuli district,2019,2,6014,27261
assam,sonitpur district,2019,2,73717,367930
assam,hojai district,2019,2,28419,131855
assam,marigaon district,2019,2,31422,172117
assam,chirang district,2019,2,14323,71919
assam,cachar district,2019,2,76533,332069
assam,nalbari district,2019,2,30036,136170
assam,west karbi anglong district,2019,2,4626,22384
assam,dhemaji district,2019,2,29292,132321
assam,karimganj district,2019,2,35478,147310
assam,bongaigaon district,2019,2,35569,171730
assam,dima hasao district,2019,2,9658,55650
assam,baksa district,2019,2,30435,144736
assam,charaideo district,2019,2,18223,83612
assam,darrang district,2019,2,32039,141959
assam,kamrup metropolitan district,2019,2,299219,1650827
assam,hailakandi district,2019,2,24737,93387
assam,barpeta district,2019,2,80544,465607
assam,goalpara district,2019,2,38784,195857
assam,biswanath district,2019,2,23128,117521
assam,jorhat district,2019,2,56713,242399
assam,tinsukia district,2019,3,68999,940075
assam,lakhimpur district,2019,3,43745,580514
assam,kamrup district,2019,3,75174,1202400
assam,kokrajhar district,2019,3,28222,410393
assam,karbi anglong district,2019,3,27576,388526
assam,sivasagar district,2019,3,38799,495555
assam,dibrugarh district,2019,3,84029,1106406
assam,south salmara mancachar district,2019,3,12313,196200
assam,nagaon district,2019,3,100993,1357385
assam,dhubri district,2019,3,48953,674502
assam,golaghat district,2019,3,48408,622326
assam,udalguri district,2019,3,27337,380596
assam,majuli district,2019,3,6865,92041
assam,sonitpur district,2019,3,83930,1274025
assam,hojai district,2019,3,32322,442802
assam,marigaon district,2019,3,45437,613396
assam,chirang district,2019,3,16353,257049
assam,cachar district,2019,3,88048,1168889
assam,nalbari district,2019,3,34518,464062
assam,west karbi anglong district,2019,3,5535,80298
assam,dhemaji district,2019,3,33556,463218
assam,karimganj district,2019,3,41329,492814
assam,bongaigaon district,2019,3,40554,601208
assam,dima hasao district,2019,3,11373,190991
assam,baksa district,2019,3,35085,504197
assam,charaideo district,2019,3,20638,284649
assam,darrang district,2019,3,36124,498460
assam,kamrup metropolitan district,2019,3,340588,5813918
assam,hailakandi district,2019,3,28317,319292
assam,barpeta district,2019,3,92001,1577070
assam,goalpara district,2019,3,44056,703191
assam,biswanath district,2019,3,26488,380892
assam,jorhat district,2019,3,63858,816333
assam,tinsukia district,2019,4,76944,1015570
assam,lakhimpur district,2019,4,49491,616172
assam,kamrup district,2019,4,84609,1278995
assam,kokrajhar district,2019,4,32148,460273
assam,karbi anglong district,2019,4,31228,424320
assam,sivasagar district,2019,4,43561,522021
assam,dibrugarh district,2019,4,93614,1152765
assam,south salmara mancachar district,2019,4,14211,222989
assam,nagaon district,2019,4,114296,1357393
assam,dhubri district,2019,4,54923,713290
assam,golaghat district,2019,4,54950,666975
assam,udalguri district,2019,4,31160,395736
assam,majuli district,2019,4,7711,94343
assam,sonitpur district,2019,4,93662,1375822
assam,hojai district,2019,4,36550,468480
assam,marigaon district,2019,4,51825,607080
assam,chirang district,2019,4,18613,269863
assam,cachar district,2019,4,98890,1236647
assam,nalbari district,2019,4,38957,498791
assam,west karbi anglong district,2019,4,6422,83505
assam,dhemaji district,2019,4,38177,500330
assam,karimganj district,2019,4,47162,535115
assam,bongaigaon district,2019,4,45540,630254
assam,dima hasao district,2019,4,12935,198193
assam,baksa district,2019,4,40329,544230
assam,charaideo district,2019,4,23256,302692
assam,darrang district,2019,4,40457,506992
assam,kamrup metropolitan district,2019,4,373761,5975606
assam,hailakandi district,2019,4,32200,336955
assam,barpeta district,2019,4,103248,1619152
assam,goalpara district,2019,4,49622,744226
assam,biswanath district,2019,4,29959,407200
assam,jorhat district,2019,4,70809,837474
assam,tinsukia district,2020,1,86763,1282869
assam,lakhimpur district,2020,1,56008,785121
assam,kamrup district,2020,1,95973,1613524
assam,kokrajhar district,2020,1,36818,569117
assam,karbi anglong district,2020,1,35507,514264
assam,sivasagar district,2020,1,49024,644624
assam,dibrugarh district,2020,1,104663,1399074
assam,south salmara mancachar district,2020,1,16486,297348
assam,nagaon district,2020,1,129371,1719084
assam,dhubri district,2020,1,62477,923560
assam,golaghat district,2020,1,62401,835307
assam,udalguri district,2020,1,35735,504891
assam,majuli district,2020,1,8656,118586
assam,sonitpur district,2020,1,105050,1716133
assam,hojai district,2020,1,41444,575026
assam,marigaon district,2020,1,59197,772607
assam,chirang district,2020,1,21489,347015
assam,cachar district,2020,1,111470,1644803
assam,nalbari district,2020,1,44217,630077
assam,west karbi anglong district,2020,1,7470,109574
assam,dhemaji district,2020,1,43124,632345
assam,karimganj district,2020,1,54439,737148
assam,bongaigaon district,2020,1,51420,810199
assam,dima hasao district,2020,1,14831,249950
assam,baksa district,2020,1,46215,701915
assam,charaideo district,2020,1,26316,377000
assam,darrang district,2020,1,45755,657310
assam,kamrup metropolitan district,2020,1,412013,6969131
assam,hailakandi district,2020,1,36398,486497
assam,barpeta district,2020,1,116286,2018667
assam,goalpara district,2020,1,56285,932263
assam,biswanath district,2020,1,33906,505636
assam,jorhat district,2020,1,78731,1017227
assam,tinsukia district,2020,2,101864,1668470
assam,lakhimpur district,2020,2,67007,1141597
assam,kamrup district,2020,2,112992,2029206
assam,kokrajhar district,2020,2,44618,746407
assam,karbi anglong district,2020,2,42365,704248
assam,sivasagar district,2020,2,57871,850780
assam,dibrugarh district,2020,2,121028,1736840
assam,south salmara mancachar district,2020,2,20692,445406
assam,nagaon district,2020,2,151932,2224207
assam,dhubri district,2020,2,76285,1307482
assam,golaghat district,2020,2,74590,1168928
assam,udalguri district,2020,2,43018,732117
assam,majuli district,2020,2,10284,174833
assam,sonitpur district,2020,2,121435,2028604
assam,hojai district,2020,2,48810,763670
assam,marigaon district,2020,2,68225,934292
assam,chirang district,2020,2,26719,500443
assam,cachar district,2020,2,129067,1825831
assam,nalbari district,2020,2,52390,870449
assam,west karbi anglong district,2020,2,9203,172903
assam,dhemaji district,2020,2,51815,892291
assam,karimganj district,2020,2,65059,976163
assam,bongaigaon district,2020,2,60981,1000552
assam,dima hasao district,2020,2,17777,330959
assam,baksa district,2020,2,56270,1002538
assam,charaideo district,2020,2,31083,496594
assam,darrang district,2020,2,54024,882509
assam,kamrup metropolitan district,2020,2,457023,5403172
assam,hailakandi district,2020,2,42932,684891
assam,barpeta district,2020,2,135525,2542827
assam,goalpara district,2020,2,67465,1208665
assam,biswanath district,2020,2,39933,684129
assam,jorhat district,2020,2,90601,1172921
assam,tinsukia district,2020,3,113239,1801945
assam,lakhimpur district,2020,3,74990,1122603
assam,kamrup district,2020,3,124944,1986835
assam,kokrajhar district,2020,3,50223,753891
assam,karbi anglong district,2020,3,48331,769536
assam,sivasagar district,2020,3,64581,875260
assam,dibrugarh district,2020,3,134339,1916894
assam,south salmara mancachar district,2020,3,23212,392792
assam,nagaon district,2020,3,168903,2335984
assam,dhubri district,2020,3,84816,1270648
assam,golaghat district,2020,3,83572,1156145
assam,udalguri district,2020,3,48006,710285
assam,majuli district,2020,3,11422,168946
assam,sonitpur district,2020,3,134006,2252989
assam,hojai district,2020,3,54315,803277
assam,marigaon district,2020,3,74680,959669
assam,chirang district,2020,3,29963,469388
assam,cachar district,2020,3,143851,2043387
assam,nalbari district,2020,3,57691,787804
assam,west karbi anglong district,2020,3,10573,174268
assam,dhemaji district,2020,3,57998,929304
assam,karimganj district,2020,3,73939,1127144
assam,bongaigaon district,2020,3,67790,1060449
assam,dima hasao district,2020,3,20222,351724
assam,baksa district,2020,3,62833,963277
assam,charaideo district,2020,3,34348,517817
assam,darrang district,2020,3,59770,881403
assam,kamrup metropolitan district,2020,3,499403,6578104
assam,hailakandi district,2020,3,47910,766195
assam,barpeta district,2020,3,150166,2675659
assam,goalpara district,2020,3,75578,1281064
assam,biswanath district,2020,3,44880,748906
assam,jorhat district,2020,3,99517,1241686
assam,tinsukia district,2020,4,124067,2044463
assam,lakhimpur district,2020,4,82304,1208709
assam,kamrup district,2020,4,136799,2263290
assam,kokrajhar district,2020,4,55442,831589
assam,karbi anglong district,2020,4,53550,865117
assam,sivasagar district,2020,4,70764,985812
assam,dibrugarh district,2020,4,147001,2185614
assam,south salmara mancachar district,2020,4,25767,461378
assam,nagaon district,2020,4,185101,2590478
assam,dhubri district,2020,4,93699,1419145
assam,golaghat district,2020,4,91426,1283646
assam,udalguri district,2020,4,52866,748487
assam,majuli district,2020,4,12611,173169
assam,sonitpur district,2020,4,146796,2528689
assam,hojai district,2020,4,59718,908307
assam,marigaon district,2020,4,80980,1049790
assam,chirang district,2020,4,32930,498786
assam,cachar district,2020,4,158821,2380532
assam,nalbari district,2020,4,63327,865519
assam,west karbi anglong district,2020,4,11694,178676
assam,dhemaji district,2020,4,63658,988867
assam,karimganj district,2020,4,82813,1250498
assam,bongaigaon district,2020,4,74693,1260414
assam,dima hasao district,2020,4,22405,399205
assam,baksa district,2020,4,69004,1015876
assam,charaideo district,2020,4,37521,552515
assam,darrang district,2020,4,65570,976895
assam,kamrup metropolitan district,2020,4,546458,9734289
assam,hailakandi district,2020,4,52612,811007
assam,barpeta district,2020,4,164341,3023683
assam,goalpara district,2020,4,83715,1529884
assam,biswanath district,2020,4,49320,836646
assam,jorhat district,2020,4,108380,1470839
assam,tinsukia district,2021,1,134067,2143049
assam,lakhimpur district,2021,1,89104,1325230
assam,kamrup district,2021,1,147671,2614237
assam,kokrajhar district,2021,1,60046,1036755
assam,karbi anglong district,2021,1,58026,956752
assam,sivasagar district,2021,1,76308,1075274
assam,dibrugarh district,2021,1,158509,2426854
assam,south salmara mancachar district,2021,1,28055,607318
assam,nagaon district,2021,1,200243,2994542
assam,dhubri district,2021,1,101643,1703849
assam,golaghat district,2021,1,98520,1406442
assam,udalguri district,2021,1,57387,831716
assam,majuli district,2021,1,13653,176811
assam,sonitpur district,2021,1,158555,2787968
assam,hojai district,2021,1,64551,1015612
assam,marigaon district,2021,1,87679,1270339
assam,chirang district,2021,1,35753,592778
assam,cachar district,2021,1,172056,2636232
assam,nalbari district,2021,1,68299,956420
assam,west karbi anglong district,2021,1,12746,194808
assam,dhemaji district,2021,1,68744,1087691
assam,karimganj district,2021,1,89969,1410799
assam,bongaigaon district,2021,1,80711,1460791
assam,dima hasao district,2021,1,24303,430143
assam,baksa district,2021,1,74652,1191235
assam,charaideo district,2021,1,40563,604727
assam,darrang district,2021,1,71026,1138633
assam,kamrup metropolitan district,2021,1,589688,11775050
assam,hailakandi district,2021,1,57052,926680
assam,barpeta district,2021,1,177789,3597728
assam,goalpara district,2021,1,91082,1791107
assam,biswanath district,2021,1,53382,909069
assam,jorhat district,2021,1,116616,1675725
assam,tinsukia district,2021,2,144571,6040471
assam,lakhimpur district,2021,2,96165,4453376
assam,kamrup district,2021,2,159018,4519000
assam,kokrajhar district,2021,2,65062,2506976
assam,karbi anglong district,2021,2,62752,2453415
assam,sivasagar district,2021,2,82266,1990635
assam,dibrugarh district,2021,2,170604,5005943
assam,south salmara mancachar district,2021,2,30377,1109538
assam,nagaon district,2021,2,215750,4792054
assam,dhubri district,2021,2,109873,3218064
assam,golaghat district,2021,2,106454,3724195
assam,udalguri district,2021,2,62273,3070414
assam,majuli district,2021,2,14758,588818
assam,sonitpur district,2021,2,170519,4854061
assam,hojai district,2021,2,69441,2391622
assam,marigaon district,2021,2,94605,2380734
assam,chirang district,2021,2,38690,2437016
assam,cachar district,2021,2,185350,3369557
assam,nalbari district,2021,2,73631,1920860
assam,west karbi anglong district,2021,2,13811,851063
assam,dhemaji district,2021,2,74111,2895465
assam,karimganj district,2021,2,97106,2365477
assam,bongaigaon district,2021,2,86972,2874996
assam,dima hasao district,2021,2,26183,1080139
assam,baksa district,2021,2,80839,3052533
assam,charaideo district,2021,2,43764,1920960
assam,darrang district,2021,2,76790,2740857
assam,kamrup metropolitan district,2021,2,630676,7599247
assam,hailakandi district,2021,2,61575,1536439
assam,barpeta district,2021,2,191700,5672255
assam,goalpara district,2021,2,98459,3288085
assam,biswanath district,2021,2,57664,2749171
assam,jorhat district,2021,2,125247,2550454
assam,tinsukia district,2021,3,156657,7972511
assam,lakhimpur district,2021,3,104585,5715864
assam,kamrup district,2021,3,172652,6027040
assam,kokrajhar district,2021,3,71086,3533843
assam,karbi anglong district,2021,3,68242,3232899
assam,sivasagar district,2021,3,89129,2391302
assam,dibrugarh district,2021,3,184280,6497593
assam,south salmara mancachar district,2021,3,33080,1313938
assam,nagaon district,2021,3,233909,6279942
assam,dhubri district,2021,3,119554,4251017
assam,golaghat district,2021,3,115666,4870071
assam,udalguri district,2021,3,68048,4295164
assam,majuli district,2021,3,16073,735694
assam,sonitpur district,2021,3,184448,6272172
assam,hojai district,2021,3,75318,3271673
assam,marigaon district,2021,3,102617,3259608
assam,chirang district,2021,3,42198,3662908
assam,cachar district,2021,3,200721,4477178
assam,nalbari district,2021,3,79951,2543151
assam,west karbi anglong district,2021,3,15112,1125289
assam,dhemaji district,2021,3,80553,3662523
assam,karimganj district,2021,3,105371,3339273
assam,bongaigaon district,2021,3,94320,3627538
assam,dima hasao district,2021,3,28350,1562973
assam,baksa district,2021,3,88112,4106577
assam,charaideo district,2021,3,47576,2507021
assam,darrang district,2021,3,83547,3725044
assam,kamrup metropolitan district,2021,3,677223,10475091
assam,hailakandi district,2021,3,66975,2030120
assam,barpeta district,2021,3,207997,7386911
assam,goalpara district,2021,3,107173,4401050
assam,biswanath district,2021,3,62778,3494701
assam,jorhat district,2021,3,135179,3240952
assam,tinsukia district,2021,4,168240,4571817
assam,lakhimpur district,2021,4,112578,3052330
assam,kamrup district,2021,4,185421,6175246
assam,kokrajhar district,2021,4,76692,2507680
assam,karbi anglong district,2021,4,73615,2344797
assam,sivasagar district,2021,4,95808,2321592
assam,dibrugarh district,2021,4,197521,5149894
assam,south salmara mancachar district,2021,4,35734,1369487
assam,nagaon district,2021,4,251340,7349395
assam,dhubri district,2021,4,128621,4376764
assam,golaghat district,2021,4,124410,3059708
assam,udalguri district,2021,4,73549,2143715
assam,majuli district,2021,4,17302,400595
assam,sonitpur district,2021,4,198091,6507485
assam,hojai district,2021,4,80848,2587455
assam,marigaon district,2021,4,110380,3467049
assam,chirang district,2021,4,45723,1482160
assam,cachar district,2021,4,215876,6312757
assam,nalbari district,2021,4,85746,2222971
assam,west karbi anglong district,2021,4,16379,459225
assam,dhemaji district,2021,4,86582,2586474
assam,karimganj district,2021,4,113394,3395241
assam,bongaigaon district,2021,4,101421,3376217
assam,dima hasao district,2021,4,30548,964041
assam,baksa district,2021,4,95091,2947731
assam,charaideo district,2021,4,51160,1340763
assam,darrang district,2021,4,89928,3464853
assam,kamrup metropolitan district,2021,4,723960,23330640
assam,hailakandi district,2021,4,72136,2445266
assam,barpeta district,2021,4,223375,9310490
assam,goalpara district,2021,4,115431,3942659
assam,biswanath district,2021,4,67580,2054065
assam,jorhat district,2021,4,145111,3579873
assam,tinsukia district,2022,1,179301,20168560
assam,lakhimpur district,2022,1,120220,15015691
assam,kamrup district,2022,1,198189,11459793
assam,kokrajhar district,2022,1,82364,8229125
assam,karbi anglong district,2022,1,78533,9256671
assam,sivasagar district,2022,1,102281,5349801
assam,dibrugarh district,2022,1,210525,15363717
assam,south salmara mancachar district,2022,1,38302,1898232
assam,nagaon district,2022,1,268636,11824798
assam,dhubri district,2022,1,137698,6835888
assam,golaghat district,2022,1,133110,12987090
assam,udalguri district,2022,1,78818,11725654
assam,majuli district,2022,1,18571,2645019
assam,sonitpur district,2022,1,211236,14366935
assam,hojai district,2022,1,86278,8113783
assam,marigaon district,2022,1,118114,5848484
assam,chirang district,2022,1,49100,7852843
assam,cachar district,2022,1,230089,8410193
assam,nalbari district,2022,1,91599,5171677
assam,west karbi anglong district,2022,1,17520,3151993
assam,dhemaji district,2022,1,92508,9664135
assam,karimganj district,2022,1,121183,7177971
assam,bongaigaon district,2022,1,108394,6969226
assam,dima hasao district,2022,1,32525,4510020
assam,baksa district,2022,1,101877,10310341
assam,charaideo district,2022,1,54795,6254195
assam,darrang district,2022,1,96249,7704843
assam,kamrup metropolitan district,2022,1,767859,6949354
assam,hailakandi district,2022,1,77112,4118477
assam,barpeta district,2022,1,238871,10253994
assam,goalpara district,2022,1,123781,7889994
assam,biswanath district,2022,1,72362,7739432
assam,jorhat district,2022,1,154589,6424524
assam,tinsukia district,2022,2,189633,24952767
assam,lakhimpur district,2022,2,127316,18753294
assam,kamrup district,2022,2,210048,14467070
assam,kokrajhar district,2022,2,87353,10074207
