State,District,Year,Quater,Transaction_count,Transaction_amount
arunachal-pradesh,changlang district,2018,2,6066,13294258.50337311
arunachal-pradesh,pakke kessang district,2018,2,48,58359.57138935899
arunachal-pradesh,dibang valley district,2018,2,68,65769.2036735354
arunachal-pradesh,west kameng district,2018,2,10466,25521321.34140157
arunachal-pradesh,east siang district,2018,2,6363,15285584.202916935
arunachal-pradesh,upper subansiri district,2018,2,1285,2911910.3689207276
arunachal-pradesh,east kameng district,2018,2,522,1825297.4617279815
arunachal-pradesh,lohit district,2018,2,6962,20520618.881890118
arunachal-pradesh,lepa rada district,2018,2,511,731444.7370576829
arunachal-pradesh,tawang district,2018,2,5447,13722374.811357912
arunachal-pradesh,namsai district,2018,2,3230,6271811.327635023
arunachal-pradesh,lower dibang valley district,2018,3,2824,6074558.207066888
arunachal-pradesh,lower subansiri district,2018,3,2346,5154231.737357968
arunachal-pradesh,longding district,2018,3,5288,18327334.050755527
arunachal-pradesh,west siang district,2018,3,3337,12966152.792519316
arunachal-pradesh,kamle district,2018,3,93,30504.94301319112
arunachal-pradesh,upper siang district,2018,3,250,743956.1055720671
arunachal-pradesh,tirap district,2018,3,3322,7479257.007852319
arunachal-pradesh,papum pare district,2018,3,43282,101080479.2917223
arunachal-pradesh,kurung kumey district,2018,3,255,303027.4066451341
arunachal-pradesh,anjaw district,2018,3,13,95403.67678261214
arunachal-pradesh,siang district,2018,3,615,2141734.499956036
arunachal-pradesh,lower siang district,2018,3,2625,3045590.882295873
arunachal-pradesh,kra daadi district,2018,3,436,1606758.4080739785
arunachal-pradesh,changlang district,2018,3,10162,20494174.949715402
arunachal-pradesh,pakke kessang district,2018,3,165,305164.81707575504
arunachal-pradesh,dibang valley district,2018,3,29,196466.66696677107
arunachal-pradesh,west kameng district,2018,3,17026,48528147.45054105
arunachal-pradesh,east siang district,2018,3,10539,24885270.773230057
arunachal-pradesh,upper subansiri district,2018,3,1601,4223297.613673143
arunachal-pradesh,east kameng district,2018,3,1029,3132863.590645522
arunachal-pradesh,lohit district,2018,3,11595,32702331.664437763
arunachal-pradesh,lepa rada district,2018,3,523,1777602.4370017413
arunachal-pradesh,tawang district,2018,3,8715,25733824.994109266
arunachal-pradesh,namsai district,2018,3,5076,10698272.774381302
arunachal-pradesh,lower dibang valley district,2018,4,4227,10951332.393937869
arunachal-pradesh,lower subansiri district,2018,4,3735,8884930.591487257
arunachal-pradesh,longding district,2018,4,6581,22545311.85089966
arunachal-pradesh,west siang district,2018,4,3813,14013986.244825875
arunachal-pradesh,kamle district,2018,4,247,361497.05682825705
arunachal-pradesh,upper siang district,2018,4,1041,2157332.9473089008
arunachal-pradesh,tirap district,2018,4,5725,10811742.670586085
arunachal-pradesh,papum pare district,2018,4,55224,154875448.20778143
arunachal-pradesh,kurung kumey district,2018,4,444,759686.7195777439
arunachal-pradesh,anjaw district,2018,4,273,495578.19942643447
arunachal-pradesh,siang district,2018,4,822,2176630.237443937
arunachal-pradesh,lower siang district,2018,4,2883,4533291.201383284
arunachal-pradesh,kra daadi district,2018,4,750,3254327.442489025
arunachal-pradesh,changlang district,2018,4,13950,32343047.413952358
arunachal-pradesh,pakke kessang district,2018,4,297,462143.5189972004
arunachal-pradesh,dibang valley district,2018,4,40,97205.28808666342
arunachal-pradesh,west kameng district,2018,4,25439,89194886.84322134
arunachal-pradesh,shi yomi district,2018,4,61,42483.80153055695
arunachal-pradesh,east siang district,2018,4,12893,34272134.344916776
arunachal-pradesh,upper subansiri district,2018,4,2686,8771042.079749444
arunachal-pradesh,east kameng district,2018,4,1750,5936855.710462087
arunachal-pradesh,lohit district,2018,4,14268,40510521.949797615
arunachal-pradesh,lepa rada district,2018,4,932,3023578.1893019043
arunachal-pradesh,tawang district,2018,4,11104,35921510.89403269
arunachal-pradesh,namsai district,2018,4,7244,17643523.29373534
arunachal-pradesh,lower dibang valley district,2019,1,6314,13738776.18143886
arunachal-pradesh,lower subansiri district,2019,1,4994,12615032.122891838
arunachal-pradesh,longding district,2019,1,7287,25349462.055245366
arunachal-pradesh,west siang district,2019,1,5921,19426751.301233895
arunachal-pradesh,kamle district,2019,1,391,725807.1059240355
arunachal-pradesh,upper siang district,2019,1,1154,2756678.3077581595
arunachal-pradesh,tirap district,2019,1,6877,14075747.836402504
arunachal-pradesh,papum pare district,2019,1,70941,188556716.3567257
arunachal-pradesh,kurung kumey district,2019,1,740,2076644.1215012982
arunachal-pradesh,anjaw district,2019,1,2116,4643030.795590812
arunachal-pradesh,siang district,2019,1,1282,2552682.037255951
arunachal-pradesh,lower siang district,2019,1,3565,6923301.927893572
arunachal-pradesh,kra daadi district,2019,1,1070,3797175.4842446605
arunachal-pradesh,changlang district,2019,1,17589,40239141.669717625
arunachal-pradesh,pakke kessang district,2019,1,545,1682922.8373646357
arunachal-pradesh,dibang valley district,2019,1,102,301591.38639926765
arunachal-pradesh,west kameng district,2019,1,34289,101333633.67604163
arunachal-pradesh,shi yomi district,2019,1,19,212989.63045272
arunachal-pradesh,east siang district,2019,1,15621,39284373.05409969
arunachal-pradesh,upper subansiri district,2019,1,3880,14105451.853243299
arunachal-pradesh,east kameng district,2019,1,2688,9107597.731491327
arunachal-pradesh,lohit district,2019,1,15896,42834776.778045304
arunachal-pradesh,lepa rada district,2019,1,1523,4054526.308789035
arunachal-pradesh,tawang district,2019,1,13102,39489779.13784294
arunachal-pradesh,namsai district,2019,1,8600,20065516.616355177
arunachal-pradesh,lower dibang valley district,2019,2,5819,13737167.7479776
arunachal-pradesh,lower subansiri district,2019,2,5579,14746949.652010633
arunachal-pradesh,longding district,2019,2,6744,23464027.892812617
arunachal-pradesh,west siang district,2019,2,8041,24549832.977181494
arunachal-pradesh,kamle district,2019,2,414,1136776.6962042823
arunachal-pradesh,upper siang district,2019,2,1079,3993676.3296563537
arunachal-pradesh,tirap district,2019,2,6868,18633793.43372325
arunachal-pradesh,papum pare district,2019,2,86433,246640891.34861866
arunachal-pradesh,kurung kumey district,2019,2,1427,4036511.9338615797
arunachal-pradesh,anjaw district,2019,2,2473,5220589.920801567
arunachal-pradesh,siang district,2019,2,1654,5373179.351887872
arunachal-pradesh,lower siang district,2019,2,3791,7075961.239041175
arunachal-pradesh,kra daadi district,2019,2,1447,4315353.218765283
arunachal-pradesh,changlang district,2019,2,18631,48891048.26477764
arunachal-pradesh,pakke kessang district,2019,2,687,1750138.0587616218
arunachal-pradesh,dibang valley district,2019,2,98,214966.6162180208
arunachal-pradesh,west kameng district,2019,2,37430,122521180.75595039
arunachal-pradesh,shi yomi district,2019,2,13,65209.39364354455
arunachal-pradesh,east siang district,2019,2,16494,46549881.23941852
arunachal-pradesh,upper subansiri district,2019,2,4827,18395806.566284098
arunachal-pradesh,east kameng district,2019,2,2309,8996397.735290494
arunachal-pradesh,lohit district,2019,2,18693,48893746.831022196
arunachal-pradesh,lepa rada district,2019,2,2108,5045595.906781289
arunachal-pradesh,tawang district,2019,2,15960,55915834.5871187
arunachal-pradesh,namsai district,2019,2,9637,22491356.65721929
arunachal-pradesh,lower dibang valley district,2019,3,8405,15177864.63915902
arunachal-pradesh,lower subansiri district,2019,3,8828,21059967.49943525
arunachal-pradesh,longding district,2019,3,10269,26620415.01923828
arunachal-pradesh,west siang district,2019,3,11889,30014806.816802975
arunachal-pradesh,kamle district,2019,3,677,968784.5134103607
arunachal-pradesh,upper siang district,2019,3,1419,3927440.4417752204
arunachal-pradesh,tirap district,2019,3,11249,21737827.19336869
arunachal-pradesh,papum pare district,2019,3,117940,301518075.7016427
arunachal-pradesh,kurung kumey district,2019,3,1579,3674797.099413435
arunachal-pradesh,anjaw district,2019,3,4230,9665384.074972186
arunachal-pradesh,siang district,2019,3,2640,6888800.898705382
arunachal-pradesh,lower siang district,2019,3,5348,9507511.569068512
arunachal-pradesh,kra daadi district,2019,3,2187,5520848.186492377
arunachal-pradesh,changlang district,2019,3,29218,58354823.443366826
arunachal-pradesh,pakke kessang district,2019,3,977,2145842.2925678995
arunachal-pradesh,dibang valley district,2019,3,202,675909.9962923382
arunachal-pradesh,west kameng district,2019,3,53939,147186019.8759076
arunachal-pradesh,shi yomi district,2019,3,27,30367.754712275342
arunachal-pradesh,east siang district,2019,3,22611,58040119.9573143
arunachal-pradesh,upper subansiri district,2019,3,7803,22099628.49449406
arunachal-pradesh,east kameng district,2019,3,3814,10631335.871797245
arunachal-pradesh,lohit district,2019,3,24505,54539458.21434432
arunachal-pradesh,lepa rada district,2019,3,2928,4930337.942058578
arunachal-pradesh,tawang district,2019,3,24097,72221026.28393415
arunachal-pradesh,namsai district,2019,3,13453,25507641.015596062
arunachal-pradesh,lower dibang valley district,2019,4,10376,21103089.24170351
arunachal-pradesh,lower subansiri district,2019,4,11806,29634357.486805215
arunachal-pradesh,longding district,2019,4,11018,29245021.393976457
arunachal-pradesh,west siang district,2019,4,14581,39460255.46641725
arunachal-pradesh,kamle district,2019,4,999,1620922.3277442688
arunachal-pradesh,upper siang district,2019,4,4165,12739585.638734035
arunachal-pradesh,tirap district,2019,4,16459,38467790.7269052
arunachal-pradesh,papum pare district,2019,4,143272,378838002.3434037
arunachal-pradesh,kurung kumey district,2019,4,1343,4526789.748638094
arunachal-pradesh,anjaw district,2019,4,5417,11887950.534618177
arunachal-pradesh,siang district,2019,4,4756,8833695.424992222
arunachal-pradesh,lower siang district,2019,4,6628,11985865.259161524
arunachal-pradesh,kra daadi district,2019,4,2830,7804936.327522229
arunachal-pradesh,changlang district,2019,4,33963,71874990.9639822
arunachal-pradesh,pakke kessang district,2019,4,1194,2287739.0120923957
arunachal-pradesh,dibang valley district,2019,4,267,1240493.0270471391
arunachal-pradesh,west kameng district,2019,4,66740,198205637.50055438
arunachal-pradesh,shi yomi district,2019,4,232,170772.72677991798
arunachal-pradesh,east siang district,2019,4,26605,72075285.44344108
arunachal-pradesh,upper subansiri district,2019,4,9285,28319761.873849634
arunachal-pradesh,east kameng district,2019,4,5646,19408662.74847077
arunachal-pradesh,lohit district,2019,4,29281,67502324.59236205
arunachal-pradesh,lepa rada district,2019,4,4245,8888753.875914622
arunachal-pradesh,tawang district,2019,4,30077,91949243.6071119
arunachal-pradesh,namsai district,2019,4,18290,32501252.235055383
arunachal-pradesh,lower dibang valley district,2020,1,14400,29552510.9414332
arunachal-pradesh,lower subansiri district,2020,1,15770,34273250.7179902
arunachal-pradesh,longding district,2020,1,13240,35267439.983279385
arunachal-pradesh,west siang district,2020,1,19728,47929440.73153875
arunachal-pradesh,kamle district,2020,1,1434,3418975.8263023924
arunachal-pradesh,upper siang district,2020,1,7055,17820679.64619372
arunachal-pradesh,tirap district,2020,1,18369,40877851.79372531
arunachal-pradesh,papum pare district,2020,1,180373,457430754.1595316
arunachal-pradesh,kurung kumey district,2020,1,2294,5942677.061635139
arunachal-pradesh,anjaw district,2020,1,5025,12808735.858744403
arunachal-pradesh,siang district,2020,1,5136,11962344.13711079
arunachal-pradesh,lower siang district,2020,1,8047,15520255.403975137
arunachal-pradesh,kra daadi district,2020,1,3407,10045462.795181293
arunachal-pradesh,changlang district,2020,1,43858,93461363.58699805
arunachal-pradesh,pakke kessang district,2020,1,2044,3425821.315796173
arunachal-pradesh,dibang valley district,2020,1,397,878784.5955219769
arunachal-pradesh,west kameng district,2020,1,75363,198712422.2374845
arunachal-pradesh,shi yomi district,2020,1,117,566189.9936512378
arunachal-pradesh,east siang district,2020,1,33743,82011539.42531273
arunachal-pradesh,upper subansiri district,2020,1,12313,33686711.81345673
arunachal-pradesh,east kameng district,2020,1,7379,20456070.89377439
arunachal-pradesh,lohit district,2020,1,36985,83701268.27182505
arunachal-pradesh,lepa rada district,2020,1,5721,11137993.767266009
arunachal-pradesh,tawang district,2020,1,31865,84425193.41571434
arunachal-pradesh,namsai district,2020,1,23112,46444942.9567038
arunachal-pradesh,lower dibang valley district,2020,2,26234,42360072.526896134
arunachal-pradesh,lower subansiri district,2020,2,25703,46133123.517396785
arunachal-pradesh,longding district,2020,2,20664,54678022.50234371
arunachal-pradesh,west siang district,2020,2,32777,72790231.05472675
arunachal-pradesh,kamle district,2020,2,2397,4126243.0778709752
arunachal-pradesh,upper siang district,2020,2,10899,28048492.10512026
arunachal-pradesh,tirap district,2020,2,28830,63497030.840810165
arunachal-pradesh,papum pare district,2020,2,221728,535085907.34048563
arunachal-pradesh,kurung kumey district,2020,2,3847,11359743.457053192
arunachal-pradesh,anjaw district,2020,2,7617,18795023.531477228
arunachal-pradesh,siang district,2020,2,9827,18585670.46796793
arunachal-pradesh,lower siang district,2020,2,13321,23571085.32253689
arunachal-pradesh,kra daadi district,2020,2,5264,15730996.227462547
arunachal-pradesh,changlang district,2020,2,69279,128572447.99797386
arunachal-pradesh,pakke kessang district,2020,2,3558,4635272.064395212
arunachal-pradesh,dibang valley district,2020,2,966,2559724.8369189673
arunachal-pradesh,west kameng district,2020,2,95421,251395972.22505817
arunachal-pradesh,shi yomi district,2020,2,302,1222863.4358782358
arunachal-pradesh,east siang district,2020,2,55680,112693868.8099896
arunachal-pradesh,upper subansiri district,2020,2,18056,43140688.970285244
arunachal-pradesh,east kameng district,2020,2,11791,40506284.272980645
arunachal-pradesh,lohit district,2020,2,56541,114730675.47714493
arunachal-pradesh,lepa rada district,2020,2,8601,16064862.366431037
arunachal-pradesh,tawang district,2020,2,44499,121561732.24171817
arunachal-pradesh,namsai district,2020,2,34972,54870798.31404532
arunachal-pradesh,lower dibang valley district,2020,3,27655,63469161.328603886
arunachal-pradesh,lower subansiri district,2020,3,26596,59707234.22223007
arunachal-pradesh,longding district,2020,3,21445,63273209.984560445
arunachal-pradesh,west siang district,2020,3,34295,92449732.96070345
arunachal-pradesh,kamle district,2020,3,2618,5300885.9328534985
arunachal-pradesh,upper siang district,2020,3,12707,40210852.98915006
arunachal-pradesh,tirap district,2020,3,30046,81539831.5295825
arunachal-pradesh,papum pare district,2020,3,298350,859373863.7202578
arunachal-pradesh,kurung kumey district,2020,3,4391,13864822.733226534
arunachal-pradesh,anjaw district,2020,3,9751,31524690.460289024
arunachal-pradesh,siang district,2020,3,10489,21236201.531454768
arunachal-pradesh,lower siang district,2020,3,12456,28754627.349573277
arunachal-pradesh,kra daadi district,2020,3,5676,16181045.612635879
arunachal-pradesh,changlang district,2020,3,73842,159158438.92541084
arunachal-pradesh,pakke kessang district,2020,3,3469,6301715.335375749
arunachal-pradesh,dibang valley district,2020,3,899,3061207.2925078664
arunachal-pradesh,west kameng district,2020,3,111029,332812237.8096209
arunachal-pradesh,shi yomi district,2020,3,521,3410288.130911609
